[[FileID]],[[LineID]],[[Character]],[[English]],[[Japanese]],[[MTrans]],[[メモ]],[[管理要メモ]],[[Sequence]]
CommTowerD,REN_0036,REN(男),It's the other way around!,,それは周りの他の方法です！,,,80
CommTowerD,ALEX_0006,ALEX(女),"Ren, are you alright? Like… physically, alright, cause I know mentally you’re probably--",,レン、あなたは大丈夫ですか。私は精神的に知っている原因のように...物理的に、大丈夫、あなたはprobably--です,,,81
CommTowerD,REN_0037,REN(男),"No, I’m not alright! I mean, do I sound alright or do I sound not alright? I probably sound not alright, right?",,いいえ、私は大丈夫じゃありません！つまり、私は大丈夫聞こえるか、または私は大丈夫ではない音ですか？私はおそらく右、大丈夫ではない音？,,,82
CommTowerD,JONAS_0014,JONAS(男),"Wait, that's--I think that's the other line.",,that's、待って - 私はそれが他のラインだと思います。,,,83
CommTowerD,JONAS_0015,JONAS(男),"Maybe it's like a night watchman or something, or they do, like, check-ins maybe?",,たぶん、チェックインを多分、それは夜警か何かのようなものだ、または彼らのような、いますか？,,,84
CommTowerD,REN_0038,REN(男),What's that sound? Is there a cat crying in there?,,その音は何ですか？そこで泣いて猫がありますか？,,,85
CommTowerD,JONAS_0016,JONAS(男),"Ren, just--wait a sec.",,レンは、ちょうど - 秒を待ちます。,,,86
CommTowerD,ALEX_0007,ALEX(女),"Wait, Ren, someone’s calling on the other line. Just hold on a minute, I’m gonna see who it is. ",,待って、レンは、誰かが他のラインに呼びかけています。ただ、私はそれが誰であるか見るつもりだ、分に開催しています。,,,87
CommTowerD,REN_0039,REN(男),"Okay, but make it quick, seriously.",,さて、しかし真剣に、それは迅速にします。,,,88
CommTowerD,ALEX_0008,ALEX(女),"Ren, it’s just the other line, but… whatever, they can wait, this is more important.",,レンは、それだけで、他のラインですが、...何でも、彼らはこれがより重要である、待つことができます。,,,89
CommTowerD,REN_0040,REN(男),"Yeah, of course this is more important, I don’t-- like, Dick Harden’s one thing but I’m kinda super freakin’ freaked out right now.",,ええ、もちろん、これはより重要であり、私は、のようなディック・ハーデンの一つのことをdon't--が、私はちょっとスーパーfreakinのだ今びびります。,,,90
CommTowerD,JONAS_0017,JONAS(男),"It’s-- Ren, it was just the other line, but-- I don’t know, I guess we’re not answering it.",,It's--レンは、それだけで他のラインだった、but--私は知らない、私たちはそれに答えていないと思います。,,,91
CommTowerD,REN_0041,REN(男),"Like-- Dick Harden's one thing, but I'm kinda super freakin' freaked out right now.",,Like--ディック・ハーデンの一つが、私はちょっとスーパーfreakinのだ今びびります。,,,92
CommTowerD,REN_0042,REN(男),"Like, this is not a drill. This is real world.",,同様に、これはドリルではありません。これは、現実の世界です。,,,93
CommTowerD,REN_0043,REN(男),I just wanna get back with you guys.,,私はちょうどたい皆さんに取り戻します。,,,94
CommTowerD,REN_0044,REN(男),"And I’m not doing well, I’m really not. Things are kinda going psycho all over.",,そして私は、私は本当にないんだけど、うまくやっていませんよ。物事はちょっと全体にわたって心理うとしています。,,,95
CommTowerD,ALEX_0009,ALEX(女),"Alright, look, just hang tight. We’re coming to get you, okay?",,よし、見て、ちょうどタイトハング。私たちは大丈夫、あなたを得るために来ていますか？,,,96
CommTowerD,REN_0046,REN(男),"Good. Great. I’m by the little bridge? Where they tore up all the train tracks and it’s just, uh, brush or... you know.",,良い。すばらしいです。私は小さな橋でよ？彼らはどこにすべての列車のトラックを引き裂いたし、それはあなたが知っている...ちょうど、ええと、ブラシやです。,,,97
CommTowerD,ALEX_0010,ALEX(女),Do you know where Nona is?,,ノナがどこにあるか知っていますか？,,,98
CommTowerD,REN_0047,REN(男),"No, no clue.",,いや、いや手掛かり。,,,99
CommTowerD,ALEX_0011,ALEX(女),Do you know where Clarissa and Nona are? Are they with you?,,クラリッサとノナがどこにあるか知っていますか？彼らはあなたと一緒にいますか？,,,100
CommTowerD,REN_0048,REN(男),"No, I have no clue where they got off to",,いいえ、私は彼らがを切った見当もつかない,,,101
CommTowerD,JONAS_0018,JONAS(男),"Ren, it’s the giant tower you’re apparently looking at right now. Just start walking.",,レンは、それはあなたが明らかに今見ている巨大なタワーです。ただ歩き始めます。,,,102
CommTowerD,JONAS_0019,JONAS(男),What do you mean?,,どういう意味ですか？,,,103
CommTowerD,REN_0049,REN(男),Is that the phone again? Don’t click over!,,再び電話ということですか？以上クリックしないでください！,,,104
CommTowerD,JONAS_0020,JONAS(男),Clarissa might need something...,,クラリッサは何かを必要とするかもしれません...,,,105
CommTowerD,REN_0050,REN(男),It’s Clarissa on the other end? Where’s she at?,,これは、もう一方の端にクラリッサですか？どこに彼女がでますか？,,,106
CommTowerD,JONAS_0021,JONAS(男),"That has to be somebody, like... like a guard or something.",,ガードか何かのような...のようにそれは、誰かにする必要があります。,,,107
CommTowerD,ALEX_0012,ALEX(女)," Hold on Ren, Clarissa’s flipping out about something.",,クラリッサのは何かについてアウトフリップ、蓮の上にホールド。,,,108
CommTowerD,REN_0051,REN(男),But I’m flipping out about something!,,しかし、私は何かについてアウト反転しますよ！,,,109
CommTowerD,ALEX_0013,ALEX(女),"Hold on, Ren, they keep calling, so, it might be like a thing.",,ちょっと待って、レンは、彼らはそれが事のようであるかもしれない、呼び出し続ける、そう。,,,110
CommTowerD,REN_0052,REN(男),"No c'mon, just--",,ノーおいおい、just--,,,111
CommTowerD,ALEX_0014,ALEX(女),"She can wait a second, it’s fine.",,彼女は結構です、秒を待つことができます。,,,112
CommTowerD,ALEX_0015,ALEX(女),"Whoever it is can wait, it’s fine.",,それは待つことができている誰、それは大丈夫です。,,,113
CommTowerD,REN_0053,REN(男),"Look, Alex, just-- whatever you do, this is vitally important now, heed the words, heed these words, just whatever you do, don’t--",,、アレックスを見て、just--何でもあなたが、これは今、非常に重要です、言葉に耳を傾ける、あなたがちょうど何でも、これらの言葉に耳を傾けます、don't--,,,114
CommTowerD,JONAS_0022,JONAS(男),"And it dies, ladies and gentlemen.",,そしてそれは、紳士淑女を死にます。,,,115
CommTowerD,JONAS_0023,JONAS(男),"It’s like the world is conspiring against us, I swear to God.",,それは世界が私達に対して共謀しているようなものだ、私は神に誓います。,,,116
CommTowerD,ALEX_0021,ALEX(女),"Clarissa, you still there?",,クラリッサ、まだあなたは？,,,117
CommTowerD,JONAS_0024,JONAS(男),"She hung up, too. Of course.",,彼女はあまりにも、ハングアップ。もちろん。,,,118
CommTowerD,ALEX_0027,ALEX(女),Maybe the other caller…?,,たぶん、他の発信者...？,,,119
CommTowerD,ALEX_0030,ALEX(女),Hello?,,こんにちは？,,,120
CommTowerD,JONAS_0025,JONAS(男),"They hung up, too. Of course.",,彼らはあまりにも、ハングアップ。もちろん。,,,121
CommTowerD,ALEX_0031,ALEX(女),"Well, either he dropped the phone in the toilet or we just lost the line.",,まあ、どちらか彼がトイレに携帯電話を落としたり、我々は、単にラインを失いました。,,,122
CommTowerD,JONAS_0026,JONAS(男),"You told Clarissa we’re coming, so… wanna truck over to Milner first? See about that radio?",,あなたは私たちが来ているクラリッサに語ったので、...上に第一ミルナーにしたいトラック？そのラジオについてを参照してください？,,,123
CommTowerD,JONAS_0034,JONAS(男),"I mean, Clarissa can be a handful, but...",,私が意味する、クラリッサは一握りであってもよいが、することができます...,,,124
CommTowerD,JONAS_0044,JONAS(男),Gotta take the bitter with the sweet.,,お奨め甘いと苦いを取ります。,,,125
CommTowerD,ALEX_0048,ALEX(女),"Uh, yeah, if we can connect to the mainland and get somebody over here, we should do it as soon as we can.",,私たちは本土に接続して、こっちに誰かを得ることができる場合ええと、ええ、私たちはできるだけ早く我々はできるようにそれを行う必要があります。,,,126
CommTowerD,JONAS_0046,JONAS(男),My thoughts exactly.,,まさに私の考え。,,,127
CommTowerD,ALEX_0049,ALEX(女),Ren sounded kinda… more out of sorts than usual. I don’t know.,,レンは、通常よりも種類のうちちょっと...もっと聞こえました。知りません。,,,128
CommTowerD,ALEX_0050,ALEX(女),"I also told, Ren, though, so… I don’t know, I don’t wanna leave the little guy hanging.",,私は小さな男ぶら下げを残したくない、私はまた、しかし、レンに語ったので...私は知りません。,,,129
CommTowerD,JONAS_0047,JONAS(男),"I know we were gonna go save Ren from his, uh, night terrors or whatever, but if Clarissa's found an even semi-working line to the real world…",,私たちは彼の、ええと、夜驚症または何からレンを保存行くつもりだったけど、クラリッサのは、現実の世界にも、半現用回線を発見した場合は...,,,130
CommTowerD,JONAS_0048,JONAS(男),Maybe that's more important right now.,,たぶんそれは、今以上に重要です。,,,131
CommTowerD,JONAS_0049,JONAS(男),"Before stuff gets, uh, worse?",,ものは、ええと、悪化する前に？,,,132
CommTowerD,JONAS_0050,JONAS(男),Just a thought…?,,ちょっとした考え…？,,,133
CommTowerD,JONAS_0051,JONAS(男),"So anyways it sounds like Clarissa has a way to talk to the mainland, so we should maybe go there first?",,だから、クラリッサは本土に話をするための方法を持っているようにとにかくそれが聞こえるので、私たちは多分最初にそこに行くべきですか？,,,134
CommTowerD,ALEX_0051,ALEX(女),"I'm sure she can handle flipping the switch to ""talk"" all by herself.",,私は彼女が自分ですべてを「語る」ためにスイッチを切り替える扱うことができる確信しています。,,,135
CommTowerD,ALEX_0052,ALEX(女),"Maybe... I mean, if we could get it to work...",,我々はそれが仕事を得ることができれば多分...私は、意味します...,,,136
CommTowerD,JONAS_0052,JONAS(男),"Listen, you said she was your friend, and all I'm saying is she has a radio...",,あなたは彼女があなたの友人だった、と私は言っているすべては彼女がラジオを持っていると述べ、聞きます...,,,137
CommTowerD,JONAS_0053,JONAS(男),"Listen, I know you said you didn't like her but we--",,聞いて、私はあなたが彼女が、好きではなかったと述べ知っwe--,,,138
CommTowerD,ALEX_0053,ALEX(女),"I never said I didn't like her, I said I'd be fine with her being stranded on this island forever. There’s a difference.",,私は彼女が永遠にこの島に取り残されていると私は大丈夫だろうと述べ、私は彼女を好きではなかったと述べたことはありません。違いがあります。,,,139
CommTowerD,ALEX_0054,ALEX(女),"Yeah, but you're missing that I hate Clarissa and everything that little wench stands for.",,うん、しかし、あなたは私がクラリッサと少しwenchの略すべてを憎むことを逃しています。,,,140
CommTowerD,JONAS_0054,JONAS(男),And what does she stand for?,,そして、何彼女はの略ですか？,,,141
CommTowerD,ALEX_0055,ALEX(女),"Being, like, super annoying, like... you wanna smack her in the face annoying.",,、のような、超迷惑なので、のような...あなたは迷惑な顔で彼女をピシャリたいです。,,,142
CommTowerD,JONAS_0055,JONAS(男),But she has a radio.,,しかし、彼女はラジオを持っています。,,,143
CommTowerD,ALEX_0056,ALEX(女), Ergh...,, Ergh ...,,,144
CommTowerD,ALEX_0057,ALEX(女),"Hating me... for starters. And loathing me, for seconders.",,初心者のために...私を嫌います。そしてsecondersのために、私を嫌悪。,,,145
CommTowerD,ALEX_0058,ALEX(女),"Little Miss Homecoming Queen thinks what everyone in this freakin' town thinks and that's... ""Blah blah blah... I'm a dumb dumb.",,リトル・ミス・ホームカミングクイーンこのfreakinの町の誰もが考えて、それは何とか何とか何とか」...だ...私は馬鹿馬鹿だ何を考えています。,,,146
CommTowerD,JONAS_0056,JONAS(男),Super. Nothing.,,スーパー。何もありません。,,,147
CommTowerD,JONAS_0057,JONAS(男),"Look, I'm gonna leave it to you.",,私はあなたにそれを残すつもりだ、見て。,,,148
CommTowerD,JONAS_0058,JONAS(男),We can swing through the forest and nab Ren or we can go to the fort and see what Clarissa's up to...,,私たちは森の中を振ると蓮の引き抜きにまたは私達は砦に行くと何にクラリッサのアップを見ることができ...,,,149
CommTowerD,JONAS_0059,JONAS(男),They're your people.,,彼らはあなたの人々です。,,,150
CommTowerD,JONAS_0060,JONAS(男),You can decide.,,あなたが決めることができます。,,,151
CommTowerD,JONAS_0061,JONAS(男),"I know Ren’s scared, but Clarissa’s walkie-talkie might be more important... You pick where you want to go.",,あなたが行きたい場所あなたが選ぶ...私はレンのおびえを知っているが、クラリッサのトランシーバーがより重要であるかもしれません。,,,152
CommTowerD,JONAS_0062,JONAS(男),So Ren or Clarissa? Seriously.,,だから、レンまたはクラリッサ？真剣に。,,,153
CommTowerD,JONAS_0063,JONAS(男),Well I guess you'll just surprise me. Lead on.,,さて、私はあなただけで私を驚かますね。つながります。,,,154
CommTowerD,ALEX_0059,ALEX(女),Ren needs us more. And he'd kill me if he knew we went to see Clarissa first.,,レンは、より多くの私たちを必要とします。彼は我々が最初にクラリッサを見に行ってきました知っていたならば、彼は私を殺すでしょう。,,,155
CommTowerD,JONAS_0064,JONAS(男),Sound logic.,,サウンドロジック。,,,156
CommTowerD,ALEX_0060,ALEX(女),"Clarissa has a walkie talkie, so... Ren can just sweat it out for an hour.",,クラリッサは、トランシーバーを持っているので、...レンはわずか1時間のためにそれを汗することができます。,,,157
CommTowerD,JONAS_0065,JONAS(男),We should go get him.,,私たちは彼を取りに行く必要があります。,,,158
CommTowerD,JONAS_0066,JONAS(男),"Before he, I dunno...",,彼の前に、私は知りません...,,,159
CommTowerD,JONAS_0067,JONAS(男),Gets lost... er.,,えー...失わ取得します。,,,160
CommTowerD,ALEX_0061,ALEX(女),Yeah... poor little guy's probably pullin' out his hair and making a nest.,,うん...かわいそうな男は、おそらくpullin彼の髪をと巣を作っています。,,,161
CommTowerD,JONAS_0068,JONAS(男),Well all the more reason to hurry along.,,まあ、すべてのより多くの理由は、一緒に急いでします。,,,162
CommTowerD,ALEX_0062,ALEX(女),"Well, wait a minute, I mean... maybe he'll come here?",,まあ、ちょっと待って、私は意味...多分彼はここに来ますか？,,,163
CommTowerD,ALEX_0063,ALEX(女),Isn’t that like the first thing they teach when you’re trying to find somebody? “Don’t leave?”,,それはあなたが誰かを見つけるためにしようとしているとき、彼らが教える最初の事のようではないですか？ 「放置しないでください！」,,,164
CommTowerD,JONAS_0069,JONAS(男),Did you hear him? He’s not going anywhere. He barely knows where he is.,,あなたは彼を知りましたか？彼はどこにも行かないです。彼はここで彼はかろうじて知っています。,,,165
CommTowerD,JONAS_0070,JONAS(男),He didn't sound like he was on his way here.,,彼はここで彼の方法にあったように彼は鳴りませんでした。,,,166
CommTowerD,ALEX_0064,ALEX(女),"Ugh, why would you eat a whole pot brownie? Of all the nights?",,うわ、なぜあなたは全体のポットブラウニーを食べますか？宿泊料金総額の？,,,167
CommTowerD,ALEX_0065,ALEX(女),Couldn't he have just huffed a paint can like a normal person?,,彼はただ塗料をhuffedていませんでした。普通の人が好きなことができますか？,,,168
CommTowerD,JONAS_0071,JONAS(男),"Oh, whatever happened to ""I can't leave without my friends?",,ああ、何が「私は私の友人なしで残すことはできませんに起こりましたか？,,,169
CommTowerD,JONAS_0072,JONAS(男),"Oh c'mon, so the guy's freaking out a little... it's our solid duty to go and help the bugger out.",,勘弁してくれよああ、男の少しを怖がらせ...それは時間を浪費を外出し、助けるために私たちの固体の義務です。,,,170
CommTowerD,JONAS_0073,JONAS(男),"Not For Ourselves Alone,"" right?",,だけではない自分のために、」右？,,,171
CommTowerD,JONAS_0074,JONAS(男),The military bond?,,軍事ボンド？,,,172
CommTowerD,ALEX_0066,ALEX(女),Ugh.,,うわ。,,,173
CommTowerD,JONAS_0075,JONAS(男),There's the spirit!,,精神があります！,,,174
CommTowerD,ALEX_0067,ALEX(女),Fine. We'll go and get him.,,ファイン。我々は行くと彼を取得します。,,,175
CommTowerD,ALEX_0068,ALEX(女),Hello?,,こんにちは？,,,176
CommTowerD,CLARISSA_0001,CLARISSA,"Oh Jesus Christ, Alex?! Why are you answering an-- this-- it says it’s an emergency line, where are you right now?",,ああ、イエス・キリスト、アレックス！それはそれはあなたが今している緊急ライン、と言うthis--なぜあなたはan--答えていますか？,,,177
CommTowerD,JONAS_0076,JONAS(男),Clarissa?,,クラリッサ？,,,178
CommTowerD,CLARISSA_0002,CLARISSA,And Jonas is with you. Of course he is.,,そして、ジョナスはあなたとあります。もちろん、彼はあります。,,,179
CommTowerD,ALEX_0069,ALEX(女),"I’m in the Comm Tower, Clarissa. Where are you?",,私はコムタワー、クラリッサにいますよ。どこにいますか？,,,180
CommTowerD,CLARISSA_0003,CLARISSA,"I… I don’t know. I’m somewhere in Ft. Milner, I don’t know why, I-- I don’t remember like the last hour.",,私は...私は知りません。私はどこかフォート中です。ミルナーは、私は最後の時間のように覚えていないI--、理由を知りません。,,,181
CommTowerD,ALEX_0070,ALEX(女),"Okay, look, Clarissa, Ren’s on the other line and sounding like he’s about a stubbed toe away from a total collapse so if you’re at least holding it together then--",,あなたは、少なくとも一緒then--それを保持しているので、もし彼が総崩壊から離れスタブつま先のことだようにわかりました、他のラインの上に、クラリッサ、漣さんを見て、鳴らします,,,182
CommTowerD,CLARISSA_0004,CLARISSA,"Wait wait wait I-- I’m at Ft. Milner and I can’t-- I don’t remember like the last hour and it’s, like, really scaring the crap out of me.",,私はフォートでよI--待って待って待ってください。ミルナーと私は私が最後の時間のように覚えていないcan't--、それは本当に私のがらくたをギョッ、同様に、です。,,,183
CommTowerD,ALEX_0071,ALEX(女),"Okay, if you’re gonna yell at me, goodbye Clarissa.",,さて、あなたはつもり、私にさよならクラリッサを叫ぶしている場合。,,,184
CommTowerD,CLARISSA_0005,CLARISSA,"Oh, really? Fine, I’m at Fort Milner with a working intercom if you care. God, goodbye Alex.",,まあ、本当に？あなたが気にしている場合ファイン、私が働いてインターホンでフォートミルナーでね。神、さようならアレックス。,,,185
CommTowerD,JONAS_0077,JONAS(男),"Rough night, huh?",,ラフ夜、ハァッ？,,,186
CommTowerD,CLARISSA_0006,CLARISSA,"Yeah, rough night, it’s-- Look, I’m at Ft. Milner and I don’t know *why*, it’s like I’m… blackout drunk or something, but…",,うん、ラフ夜、it's--は見て、私はフォートでよ。ミルナーと私は知らない私はのように*理由*、それはだ...停電酔っか何かが、...,,,187
CommTowerD,ALEX_0072,ALEX(女),Ren?,,漣？,,,188
CommTowerD,REN_0055,REN(男),"Just pick me up, okay? Just come and pick me up. I’m really… not great.",,ただ、大丈夫、私を拾いますか？ただ、来て、私を拾います。私は本当に...素晴らしいではありませんよ。,,,189
CommTowerD,CLARISSA_0008,CLARISSA,"Oh, you’re in the middle of something? Pardon me. I just came to in the bunghole an abandoned military base and I can’t remember the last hour of my life, that’s all.",,ああ、あなたは何かの真ん中にいますか？すみません。私はちょうどbungholeで放棄された軍事基地に来て、私は私の人生の最後の時間を思い出すことができない、それがすべてです。,,,190
CommTowerD,ALEX_0074,ALEX(女),"Clarissa, are you okay? Where are you?",,クラリッサ、あなたは大丈夫ですか？どこにいますか？,,,191
CommTowerD,CLARISSA_0009,CLARISSA,"I’m-- I don’t know the answer to either of those questions, really. I ended up in Ft. Milner, I don’t know, I can’t remember anything, so-- I’m kinda in a mood. ",,I'm--私は本当に、これらの質問のいずれかに対する答えを知りません。私はフォートで終わりました。ミルナーは、私が何かを思い出すことができない、知らない、so--私は気分でちょっとね。,,,192
CommTowerD,ALEX_0075,ALEX(女),"Ren, are you still there?",,レン、あなたはまだあるのですか？,,,193
CommTowerD,REN_0056,REN(男),"Yeah, still here.",,うん、まだここに。,,,194
CommTowerD,CLARISSA_0010,CLARISSA,I’m trying to call somebody but… I’m in a room with radio stuff that can-- it says it can contact Camena but I don’t-- I have no idea how to make it work.,,私は誰かを呼び出すためにしようとしているけど...私はそれはそれはCamenaに連絡することができますが、私は、私はどのようにそれを動作させるには考えているdon't--言うcan--ラジオのものと同じ部屋にいますよ。,,,195
CommTowerD,CLARISSA_0011,CLARISSA,Can you just come over here and figure this out with me?,,あなただけこっちに来て、私と一緒にこれを理解することはできますか？,,,196
CommTowerD,CLARISSA_0012,CLARISSA,"I don’t care if you guys wanna stay, I just wanna get out of here.",,あなたたちがなりたいとどまれば私はここから出たいだけを取得し、気にしません。,,,197
CommTowerD,ALEX_0076,ALEX(女),"Yeah… sure, we’ll be over there in a minute.",,うん...確かに、我々は分であそこだろう。,,,198
CommTowerD,CLARISSA_0013,CLARISSA,"Okay, just… hurry, okay. There’s like… I dunno. I’m hearing stuff outside.",,さて、ちょうど...大丈夫、急いで。以下のようにあります...私は知りません。私は外のものを聞いています。,,,199
CommTowerD,ALEX_0077,ALEX(女),"No, just-- come here, instead. Fort Milner’s all the way on the other side of the island.",,いいえ、代わりに、ここに来てjust--。島の反対側にあるフォートミルナーのすべての方法。,,,200
CommTowerD,CLARISSA_0014,CLARISSA,"Yeah, I know it is, Alex, but why would I go to the Comm Tower when there’s a working radio that we can use to get help, here.",,ええ、私はそれは、アレックスですけど、私たちはここに、助けを得るために使用することができます取り組んでラジオがあるとき、なぜ私はコムタワーに行くだろう。,,,201
CommTowerD,ALEX_0078,ALEX(女),"Look, Clarissa, just-- you have a radio, work it out for yourself. Ren needs my help.",,、見てクラリッサ、あなたはラジオを持ってjust--、自分自身でそれをうまく。レンは私の助けを必要とします。,,,202
CommTowerD,CLARISSA_0015,CLARISSA,Wait. Alex--,,待つ。 Alex--,,,203
CommTowerD,JONAS_0078,JONAS(男),"Nobody wants to stay, Clarissa, but… you know that the radio works?",,誰もが、クラリッサに滞在したいと考えていませんが、...あなたは、無線が機能することを知っていますか？,,,204
CommTowerD,CLARISSA_0016,CLARISSA,"Yeah, how the hell do you think I called you guys? I just can’t-- there’s like a way or something to connect outside but I’m not good with this stuff.",,うん、どのように地獄私はあなたたちと呼ばれると思いますか？私はちょうどそこに外に接続するための方法か何かのようだが、私はこのようなものと苦手can't--。,,,205
CommTowerD,JONAS_0079,JONAS(男),"Fort Milner looked huge on the map, do you know where the--",,フォート・ミルナーは、あなたがどこthe--知って、地図上の巨大に見えました,,,206
CommTowerD,JONAS_0080,JONAS(男),"Yeah, I guess that’d be too easy.",,ええ、私はそれがあまりにも簡単だろうと思います。,,,207
CommTowerD,ALEX_0079,ALEX(女),"I guess we… lost the connection, somehow?",,私たちは...何とか、接続が失われたと思いますか？,,,208
CommTowerD,JONAS_0081,JONAS(男),"Yeah, that or the triangle beings we let in from space are eating her soul right now.",,うん、それか、私たちは宇宙から聞かせ三角形の人間は今、彼女の魂を食べています。,,,209
CommTowerD,JONAS_0082,JONAS(男),"Fifty fifty, really.",,本当にフィフティー50、。,,,210
CommTowerD,ALEX_0080,ALEX(女),Please don’t talk like that while I still have a lingering shred of composure.,,私はまだ落ち着きの余韻シュレッドを持っていながら、そのように話をしないでください。,,,211
CommTowerD,JONAS_0083,JONAS(男),Alright.,,よし。,,,212
CommTowerD,ALEX_0081,ALEX(女),I’m not that lucky.,,私は幸運ではありませんよ。,,,213
CommTowerD,JONAS_0084,JONAS(男),"But really, we should go get him. Like now.",,しかし、実際に、我々は彼を取りに行く必要があります。今みたいに。,,,214
CommTowerD,JONAS_0011,JONAS(男),"So, wanna truck over to Milner first, see about that radio?",,だから、ミルナーにしたいトラックの上には、まず、そのラジオについて参照してください？,,,215
CommTowerItems,ALEX_0001,ALEX(女),I can see the cave... but not Ren or anybody. ,,私は洞窟...ではなく、蓮や誰にも見ることができます。,,,1
CommTowerItems,JONAS_0001,JONAS(男),What do you think happened to them?,,あなたは彼らに何が起こったのだと思いますか？,,,2
CommTowerItems,JONAS_0002,JONAS(男),"I mean, you know them better than me.",,私が意味する、あなたは私よりも彼らを知っています。,,,3
CommTowerItems,ALEX_0002,ALEX(女),Probably the same thing as us. Transmogrified or whatever to some other part of the island.,,私たちのようにおそらく同じこと。島のいくつかの他の部分にTransmogrifiedまたは何でも。,,,4
CommTowerItems,JONAS_0003,JONAS(男),Great.,,すばらしいです。,,,5
CommTowerItems,ALEX_0003,ALEX(女),Probably heard all the noise and ran off instead of trying to come help us.,,おそらく、すべての音を聞いて、私たちを助けに来るしようとしているのではなく、逃げました。,,,6
CommTowerItems,ALEX_0004,ALEX(女),"They're just being lame. I can hear Ren now. ""Let's go to the Fort and throw rocks at walls!",,彼らはただラメされています。私は今、レンを聞くことができます。 「のフォートに行き、壁に石を投げてみよう！,,,7
CommTowerItems,JONAS_0004,JONAS(男),"Well... I'm sure they're alright, anyway.",,うーん...私はとにかく、彼らは大丈夫だと確信しています。,,,8
CommTowerItems,ALEX_0005,ALEX(女),It's a nice view. ,,それは素晴らしい眺めです。,,,9
CommTowerItems,JONAS_0005,JONAS(男),Of what?,,なにかの？,,,10
CommTowerItems,ALEX_0006,ALEX(女),"A really, really, crappy town. ",,本当に、本当に、安っぽい町。,,,11
CommTowerItems,JONAS_0006,JONAS(男),Camena doesn’t seem all that bad. ,,Camenaはすべてが悪いようではありません。,,,12
CommTowerItems,ALEX_0007,ALEX(女),Wait till you’ve lived here sixteen years… then say that again. ,,その後、再びそれを言う...あなたはここ16年生きてきたまで待ってください。,,,13
CommTowerItems,ALEX_0008,ALEX(女),Camena. Home. ,,詩。ホーム。,,,14
CommTowerItems,JONAS_0007,JONAS(男),We’ll get back there. ,,私たちはそこに戻って取得します。,,,15
CommTowerItems,ALEX_0009,ALEX(女),Yeah. ,,うん。,,,16
CommTowerItems,ALEX_0010,ALEX(女),"The water, I guess. ",,水、私は推測します。,,,17
CommTowerItems,JONAS_0008,JONAS(男),Alright…,,よし...,,,18
CommTowerItems,JONAS_0009,JONAS(男),"Yeah, no, nobody’s there…",,うん、いや、誰もありません...,,,19
CommTowerItems,ALEX_0011,ALEX(女),"This says it's called the ""Harden Tower.",,これは、それが「ハーデン・タワーと呼ばれていますと言います。,,,20
CommTowerItems,JONAS_0010,JONAS(男),Great! Who cares right now?,,すばらしいです！誰が今気に？,,,21
CommTowerItems,JONAS_0011,JONAS(男),Harden must've been some guy.,,ハーデンは、いくつかの男となってんだろう。,,,22
CommTowerItems,ALEX_0012,ALEX(女),Good guess.,,良いと思います。,,,23
CommTowerItems,JONAS_0012,JONAS(男),What is it? ,,それは何ですか？,,,24
CommTowerItems,ALEX_0013,ALEX(女),"I’ve just... I've always seen this statue from my house, and... never been this close to it, that’s all. ",,私はちょうど...私はいつも自分の家から、この像を見てきた、と...それがすべてです、それにこの近くに行ったことがありません。,,,25
CommTowerItems,ALEX_0014,ALEX(女),I guess it’s for the sentries they stationed here during the war. ,,私はそれは、彼らが戦争中にここに駐留歩哨のためだと思います。,,,26
CommTowerItems,ALEX_0015,ALEX(女),"It says that it was named Harden Tower because the longest... wait, the ""longest-tenured radioman"" -- that's a weird way to say it -- was Major Dick Harden.",,これは、最長ので、それはハーデンタワーと命名されたと言う...待って、「最長終身radiomanは」 - それはそれを言うために奇妙な方法です - 主なディックハーデンました。,,,27
CommTowerItems,JONAS_0013,JONAS(男),"Wait wait, the guy's name was Major Dick Harden?",,待って待って、男の名前は、主要ディック・ハーデンでしたか？,,,28
CommTowerItems,JONAS_0014,JONAS(男),[laughing],,[笑い],,,29
CommTowerItems,JONAS_0015,JONAS(男),"Oh, Dick Harden.",,ああ、ディックハーデン。,,,30
CommTowerItems,ALEX_0016,ALEX(女),"Oh, grow up.",,ああ、育ちます。,,,31
CommTowerItems,JONAS_0016,JONAS(男),"Oh c'mon, you  know that's amazing. Dick Harden! And they named a tower after him!",,勘弁してくれよああ、あなたはそれは驚くべきことだ知っています。ディック・ハーデン！そして、彼らは彼の後、タワーの名前！,,,32
CommTowerItems,JONAS_0017,JONAS(男),"It's alright, it's a soaker, you'll get it later.",,それはあなたが後でそれを得るでしょう、それは熟成装置のだ、大丈夫です。,,,33
CommTowerItems,ALEX_0017,ALEX(女),"Yep. It almost makes the whole trip worth it, doesn't it?",,うん。それはほとんどそれは、それ全体の旅行は価値がありませんのですか？,,,34
CommTowerItems,JONAS_0018,JONAS(男),"Eh, I wouldn't go that far.  ",,ええ、私はそこまで行かないだろう。,,,35
CommTowerItems,ALEX_0018,ALEX(女),It's locked.,,それはロックされています。,,,36
CommTowerItems,JONAS_0019,JONAS(男),Let me try.,,私が試してみましょう。,,,37
CommTowerItems,ALEX_0019,ALEX(女),And what exactly can you do except jiggle it more?,,そして、あなたはジグルそれがより除いて正確に何ができるのでしょうか？,,,38
