[[FileID]],[[Name]],[[ID]],[[English]],[[Japanese]],[[MTrans]],[[Sequence]]
Choices,MilnerA_Item_KeepOutSign_3695261left,#648992546,Not personally...,,個人的にではありません...,1430
Choices,MilnerA_Item_KeepOutSign_3695261right,#244313556,I’ve HEARD nobody cares.,,私は誰も気にしないと聞きました。,1431
Choices,MilnerA_ConversationD_7433270left,#642688635,I think they want you to play.,,私は、彼らはあなたがプレイしたいと思います。,1432
Choices,MilnerA_ConversationD_7433270right,#816237397,Why does this matter? ,,なぜ、この問題はありませんか？,1433
Choices,MilnerA_ConversationD_7433270top,#563556298,Why are they doing this?,,彼らはなぜこれをやっていますか？,1434
Choices,MilnerA_ConversationD_9662015left,#210722430,I think it wants you to answer…,,私はそれはあなたが答えたいと思います...,1435
Choices,MilnerA_ConversationD_9662015right,#646876101,Is this Clarissa? ,,このクラリッサはありますか？,1436
Choices,MilnerA_ConversationD_9662015top,#644299417,"This is a joke, right?",,これは右、冗談ですか？,1437
Choices,MilnerA_ConversationD_5799822left,#843609029,Just answer!,,ただ、答えます！,1438
Choices,MilnerA_ConversationD_5799822right,#682618308,Just say anything!,,ただ、何かを言います！,1439
Choices,MilnerA_ConversationD_5799822top,#118769794,You don’t have to do this.,,あなたはこれを行う必要はありません。,1440
Choices,MilnerA_ConversationD_4078279right,#216111872,Wait. Seriously?,,待つ。真剣に？,1441
Choices,MilnerA_ConversationD_1784979left,#217129991,"Yes, even those.",,はい、でもそれら。,1442
Choices,MilnerA_ConversationD_1784979right,#246121721,I guess...,,私は推測する...,1443
Choices,MilnerA_Item_MilnerBDoor_5640944left,#851609448,I think she's in there.,,私は彼女がそこにだと思います。,1444
Choices,MilnerA_Item_MilnerBDoor_5640944right,#567064751,I think I hate her.,,私は彼女を嫌いだと思います。,1445
Choices,MilnerA_Item_MilnerBDoor_5640944top,#827004233,Let’s keep looking.,,探し続けるのをしてみましょう。,1446
Choices,MilnerA_Item_MilnerBDoor_3693537left,#444918099,She has a radio!,,彼女はラジオを持っています！,1447
Choices,MilnerA_Item_MilnerBDoor_3693537right,#196865531,"I’m an idiot, alright!",,私は、大丈夫馬鹿です！,1448
Choices,MilnerA_Item_MilnerBDoor_307065left,#800242975,I have a hunch.,,私は直感を持っています。,1449
Choices,MilnerA_Item_MilnerBDoor_307065right,#731697832,I’m tired of looking.,,私は見ての疲れています。,1450
Choices,MilnerA_Item_MilnerBDoor_307065top,#175808139,Maybe you’re right.,,多分あなたは正しいです。,1451
Choices,MilnerA_Item_MilnerBDoor_7238357right,#502156495,"Like, TOO, locked.",,同様に、TOO、ロックされました。,1452
Choices,MilnerA_Item_MilnerBDoor_2190844left,#514529858,There HAS to be a way.,,道がなければなりません。,1453
Choices,MilnerA_Item_MilnerBDoor_2190844right,#750037396,That’s not the spirit.,,それは精神ではありません。,1454
Choices,MilnerA_ConversationC_7771333left,#348188610,Clarissa!,,クラリッサ！,1455
Choices,MilnerA_ConversationC_7771333right,#790266067,That won’t help.,,それは助けにはなりません。,1456
Choices,MilnerA_ConversationC_7771333top,#638917114,What about the secret project?,,どのような秘密のプロジェクトについてはどうですか？,1457
Choices,MilnerA_ConversationC_5047958left,#442552059,"Oh, NOW forget it? ",,ああ、今それを忘れてしまったら？,1458
Choices,MilnerA_ConversationB_6204907left,#896967240,"No, it’s decommissioned. ",,いいえ、それは退役ています。,1459
Choices,MilnerA_ConversationB_6204907top,#432138932,They’d have more security. ,,彼らはより多くのセキュリティを持っていると思います。,1460
Choices,MilnerA_ConversationB_2197820left,#295753536,What secret project?,,秘密は何のプロジェクト？,1461
Choices,MilnerA_ConversationB_2197820top,#423477244,"Could be, I guess.",,のだろう、私は推測します。,1462
Choices,MilnerA_ConversationB_5400613right,#832617776,It’s not that. ,,というわけではありません。,1463
Choices,MilnerA_ConversationB_1723705left,#358445314,It’s real. ,,本物だ。,1464
Choices,MilnerA_ConversationB_1723705right,#460648263,I hope so.,,そうだといい。,1465
Choices,MilnerA_ConversationB_1723705top,#670468392,Not buying it. ,,それを買っていません。,1466
Choices,MilnerA_ConversationA_9074633left,#217636334,We should still help Ren,,我々はまだレンを助けるべきです,1467
Choices,MilnerA_ConversationA_9074633right,#251086105,We should find her first.,,私たちは彼女の最初のを見つける必要があります。,1468
Choices,MilnerA_ConversationA_9074633top,#192110353,She is so annoying. ,,彼女はとても迷惑です。,1469
Choices,MilnerA_ConversationA_3046782left,#622424493,She sounded weird.,,彼女は奇妙に聞こえました。,1470
Choices,MilnerA_ConversationA_3046782right,#310837589,She sounded scared.,,彼女は怖がって聞こえました。,1471
Choices,MilnerB_ConversationZ_8686488left,#107899421,I saw Nona drowning.,,私はノナが溺れました。,1472
Choices,MilnerB_ConversationZ_8686488right,#740461144,"Nona, are you okay?",,ノナ、あなたは大丈夫ですか？,1473
Choices,MilnerB_ConversationZ_8686488top,#700795110,"Uh, nevermind.",,ええと、用事。,1474
Choices,MilnerB_ConversationZ_5881031left,#883363918,"It was REAL, Jonas. ",,それは、ジョナスREALました。,1475
Choices,MilnerB_ConversationZ_5881031right,#994989245,"Okay, I guess they’re fine. ",,さて、私は、彼らがいいですよね。,1476
Choices,MilnerB_ConversationE_6723651left,#563006009,We’re awesome!,,私たちは素晴らしいです！,1477
Choices,MilnerB_ConversationE_6723651right,#600256385,Meet you there.,,そこで会いましょう。,1478
Choices,MilnerB_ConversationD_9530553left,#766299490,Glad you’re having fun…,,あなたが楽しんでいるうれしいです...,1479
Choices,MilnerB_ConversationD_9530553right,#516491760,Let’s just do this.,,ちょうどこれをやってみましょう。,1480
Choices,MilnerB_ConversationD_9530553top,#149778980,I’d like to report a poltergeist.,,私はポルターガイストを報告したいと思います。,1481
Choices,MilnerB_ConversationD_8206813left,#240821838,"Okay, Mr. No Fun. ",,さて、Mr。名無しさん楽しいです。,1482
Choices,MilnerB_ConversationD_8206813right,#578923059,"Yeah, he’s right, actually.",,うん、彼は実際には、そうです。,1483
Choices,MilnerB_ConversationC_7460641left,#888354528,They’re both alive!,,彼らは両方の生きています！,1484
Choices,MilnerB_ConversationC_7460641right,#127203866,How are they doing that?,,彼らはどのようにそれをやっていますか？,1485
Choices,MilnerB_ConversationC_7460641top,#222540708,Can they put a fork in it?,,彼らはそれにフォークを置くことはできますか？,1486
Choices,MilnerB_ConversationC_7818222left,#563861188,Talk box?,,ボックストーク？,1487
Choices,MilnerB_ConversationC_7818222right,#154170283,Uh huh.,,うん。,1488
Choices,MilnerB_ConversationB8_9344490left,#836175532,You were possessed. ,,あなたが所有しました。,1489
Choices,MilnerB_ConversationB8_9344490right,#682154842,Remember Ren and Nona?  ,,レンとノーナを覚えていますか？,1490
Choices,MilnerB_ConversationB8_9344490top,#118768964,So that was horrible. ,,だから、恐ろしいことでした。,1491
Choices,MilnerB_ConversationB8_7115522left,#662345546,"Yeah, maybe.  ",,そうだね、多分。,1492
Choices,MilnerB_ConversationB8_7115522right,#288735099,Most likely. ,,最も可能性が高い。,1493
Choices,MilnerB_ConversationB8_7115522top,#208656703,It seemed pretty real. ,,それはかなり本物のように見えました。,1494
Choices,MilnerB_ConversationB8_4954634top,#830727572,I may have changed the past. ,,私は過去に変更された可能性があります。,1495
Choices,MilnerB_ConversationB8_7262597left,#900903497,I went back in time! ,,私は時間に戻って行きました！,1496
Choices,MilnerB_ConversationB8_7262597right,#575809268,Just forget about it. ,,忘れてしまいなさい。,1497
Choices,MilnerB_ConversationB8_2166490left,#907848590,Easy. ,,簡単。,1498
Choices,MilnerB_ConversationB7_924957right,#629712853,Who’s brother?,,弟は誰ですか？,1499
Choices,MilnerB_ConversationB7_6411830left,#259266322,I barely did anything!,,私はやっと何かをやりました！,1500
Choices,MilnerB_ConversationB7_6411830right,#581234553,That was real?,,それは本当でしたか？,1501
Choices,MilnerB_ConversationB7_6411830top,#506039619,What does that matter!,,そのことについて何が！,1502
Choices,MilnerB_ConversationB6_4427252left,#474419516,How can you not know? ,,どのようにして知ることができませんか？,1503
Choices,MilnerB_ConversationB6_4427252right,#341412287,"It’s okay, Nona.  ",,それは、ノナ大丈夫です。,1504
Choices,MilnerB_ConversationB6_4427252top,#428855498,"Uh, do you notice Jonas? ",,ええと、あなたはジョナスに気づくのですか？,1505
Choices,MilnerB_ConversationB6_2480719right,#230966162,Nona might not be dead.,,ノナは死んではないかもしれません。,1506
Choices,MilnerB_ConversationB6_2480719top,#888212696,The Time Loop’s screwing with things.,,物事とのタイムループのねじ込み。,1507
Choices,MilnerB_ConversationB6_2016122left,#293011822,I’m sorry. ,,ごめんなさい。,1508
Choices,MilnerB_ConversationB6_2016122right,#579977186,I KNOW it’s Ren! ,,私はそれがれんことを知っています！,1509
Choices,MilnerB_ConversationB6_2016122top,#644033870,"No, we have to focus.",,いいえ、私たちが注力しなければなりません。,1510
Choices,MilnerB_ConversationB6_6667208left,#341891641,It’s not stupid.  ,,それは愚かではないのです。,1511
Choices,MilnerB_ConversationB6_6667208right,#902306120,He’d be flattered.  ,,彼は光栄だろう。,1512
Choices,MilnerB_ConversationB6_6667208top,#885466556,We can still solve this. ,,我々はまだこの問題を解決することができます。,1513
Choices,MilnerB_ConversationB6_7558075left,#547808318,He knew.  ,,彼は知っていた。,1514
Choices,MilnerB_ConversationB6_7558075right,#602349468,He hoped.  ,,彼が望みました。,1515
Choices,MilnerB_ConversationB5_3357220right,#852460061,You’re not Jonas.,,あなたはジョナスじゃありません。,1516
Choices,MilnerB_ConversationB5_3357220top,#576580574,Fix Ren!,,レンを修正します！,1517
Choices,MilnerB_ConversationB5_2100270right,#117604501,We’re getting out of here.,,私たちは、ここから取得しています。,1518
Choices,MilnerB_ConversationB5_2100270top,#279950621,How do you know. ,,どうして知っていますか。,1519
Choices,MilnerB_ConversationB5_2775558left,#105459301,I’m done talking to you. ,,私はあなたに話して行われています。,1520
Choices,MilnerB_ConversationB5_2775558right,#312713087,Get out of Jonas!,,ジョナスから出て行け！,1521
Choices,MilnerB_ConversationB5_2775558top,#562088115,This isn’t over.  ,,これが終わっていません。,1522
Choices,MilnerB_ConversationB3_7900349left,#969745194,You were supposed to be Woods.  ,,あなたはウッズことになりました。,1523
Choices,MilnerB_ConversationB3_7900349right,#929232587,What’s wrong with Ren? ,,レンと何が悪いのでしょうか？,1524
Choices,MilnerB_ConversationB3_7900349top,#187832899,We’re in a Time Loop. ,,私たちはタイムループにしています。,1525
Choices,MilnerB_ConversationB3_8365670left,#533786270,"Clarissa was “dead,” too.",,クラリッサはあまりにも「死んで」でした。,1526
Choices,MilnerB_ConversationB3_8365670right,#725674399,How?!,,どうやって？！,1527
Choices,MilnerB_ConversationB3_9460418left,#921801945,"What, it’s the truth!",,何、それは真実です！,1528
Choices,MilnerB_ConversationB2_8437970left,#344751410,Yeppp. ,,Yeppp。,1529
Choices,MilnerB_ConversationB1_5202878left,#161421246,Another loop…,,別のループ...,1530
Choices,MilnerB_ConversationB1_5202878right,#685141966,Not this again.,,ないこのもう一度。,1531
Choices,MilnerB_Trigger_AlexLeavesWhileJonasTrapped_4157477left,#398485307,I’m back!,,戻ってきました！,1532
Choices,MilnerB_Trigger_AlexLeavesWhileJonasTrapped_4157477right,#143864638,I… never left!,,私は...ままになることはありません！,1533
Choices,MilnerB_Trigger_EnteringUtilityRoom_8430539left,#911443670,A dead end. ,,行き止まり。,1534
Choices,MilnerB_Trigger_EnteringUtilityRoom_8430539right,#407993718,Where is Clarissa?,,クラリッサはどこにありますか？,1535
Choices,MilnerB_Trigger_SeeingClarissa_4157477left,#175309328,I don’t think that was her.,,私はそれが彼女だったとは思いません。,1536
Choices,MilnerB_Trigger_SeeingClarissa_4157477right,#197650339,Maybe?,,多分？,1537
Choices,MilnerB_Trigger_SeeingClarissa_4157477top,#844646845,What’s she thinking?,,彼女が何を考えていますか？,1538
Choices,MilnerB_Item_Bed_2075756left,#729138305,"Yeah, it’s strange.",,うん、それは奇妙です。,1539
Choices,MilnerB_Item_Bed_2075756right,#920059626,It’s for show. ,,それはショーのためです。,1540
Choices,MilnerB_Item_Bed_2075756top,#702670089,Let’s just find Clarissa. ,,ちょうどクラリッサを見つけましょう。,1541
Choices,MilnerB_Item_StationaryRadio_4456394left,#454009736,"It was locked, remember? ",,それは覚えている、ロックされていましたか？,1542
Choices,MilnerB_Item_StationaryRadio_4456394right,#670273220,"Yeah, probably.",,うん、たぶん。,1543
Choices,MilnerB_Item_LockedRelayRoom_9097022right,#632173432,Lemme in!,,でレム！,1544
Choices,MilnerB_Item_LockedRelayRoom_9097022top,#749129959,Are you okay in there?,,あなたはそこで大丈夫ですか？,1545
Choices,MilnerB_Item_PadlockedDoor_6439199right,#326029829,Uhhhh..,,Uhhhh ..,1546
Choices,MilnerB_Item_PadlockedDoor_3601845left,#279274378,We won’t find that here. ,,我々は、ここで見つけることができません。,1547
Choices,MilnerB_Item_PadlockedDoor_3601845right,#570304275,Or the code.,,またはコード。,1548
Choices,MilnerB_ConversationE_9296184left,#762371125,It’s a one way lock? ,,これは、1つの方法ロックですか？,1549
Choices,MilnerB_ConversationE_9296184right,#199546090,"Uhhh, a bunch of strange stuff.",,うーん、奇妙な原料の束。,1550
Choices,MilnerB_ConversationE_7483259left,#890763623,What luck.,,どのような幸運。,1551
Choices,MilnerB_ConversationE_6472700left,#760794623,One-way sound proofing?,,片道防音？,1552
Choices,MilnerB_ConversationE_6472700right,#324501587,Radio locks?,,ラジオロック？,1553
Choices,MilnerB_ConversationD3_NOTUSED_7657068left,#960504629,Wheelbarrow. ,,手押し車。,1554
Choices,MilnerB_ConversationD3_NOTUSED_7657068right,#904410316,Maybe it’s better if you stay in there.,,多分それはあなたがそこに滞在する場合は良いでしょう。,1555
Choices,MilnerB_ConversationD2_NOTUSED_9750213left,#849668810,"Hold on, I’ll check. ",,私がチェックします、待って。,1556
Choices,MilnerB_ConversationD2_NOTUSED_9750213right,#363050487,The door opened a minute ago! ,,ドアは分前にオープン！,1557
Choices,MilnerB_ConversationD2_NOTUSED_9750213top,#155415519,Just ram it. ,,ちょうどそれをラム。,1558
Choices,MilnerB_ConversationD2_NOTUSED_9717775left,#390177443,You were being sarcastic. ,,あなたは皮肉されていました。,1559
Choices,MilnerB_ConversationD2_NOTUSED_9717775right,#368185208,"Yeah, now that you need my help.",,うん、今、あなたは私の助けを必要としていること。,1560
Choices,MilnerB_ConversationD2_NOTUSED_3366242left,#579909440,Don’t get snippy.,,毒舌取得しないでください。,1561
Choices,MilnerB_ConversationD2_NOTUSED_3366242right,#584154516,"Okay, I’ll look.",,さて、私は見ていきます。,1562
Choices,MilnerB_ConversationD2_NOTUSED_4589650left,#959712543,We saw that already!,,我々は、すでに見ました！,1563
Choices,MilnerB_ConversationD2_NOTUSED_4139190left,#281111169,I can hear you!,,私はあなたが聞こえる！,1564
Choices,MilnerB_ConversationD_7670629left,#263425391,"Hold on, I'll check.",,私がチェックします、待って。,1565
Choices,MilnerB_ConversationD_7670629right,#798495959,The door isn't unlocked?,,ドアがアンロックされていませんか？,1566
Choices,MilnerB_ConversationD_7670629top,#948415735,Just ram it!,,ちょうどそれをラム！,1567
Choices,MilnerB_ConversationD_2184971left,#329113736,That doesn’t exist!,,それは存在しません！,1568
Choices,MilnerB_ConversationD_2184971right,#100112056,Why’d you run in there?!,,あなたはそこで実行Why'd！,1569
Choices,MilnerB_ConversationD_2184971top,#941142211,Just come out!,,ただ、出てきます！,1570
Choices,MilnerB_ConversationD_8038671left,#749246202,"Oh, come on!",,ああ、来ます！,1571
Choices,MilnerB_ConversationD_8038671top,#631371307,"Wait, what station!",,待って、どのような駅！,1572
Choices,MilnerB_ConversationC2_2152857left,#402894867,Let Jonas talk to his Mom.  ,,ジョナスは、彼のお母さんと話をしてみましょう。,1573
Choices,MilnerB_ConversationC2_2152857right,#413621305,Don’t let Jonas talk to his Mom.  ,,ジョナスは、彼のお母さんに話を聞かせてはいけません。,1574
Choices,MilnerB_ConversationC2_2152857top,#727339697,Do what you feel is best.  ,,あなたが最善であると感じ何をすべきか。,1575
Choices,MilnerB_ConversationC2_2415049left,#523129270,His Mom’s dead! ,,彼のママの死にました！,1576
Choices,MilnerB_ConversationC2_2415049right,#669887844,What is this? ,,これは何ですか？,1577
Choices,MilnerB_ConversationC2_6406401left,#150838765,"Um, hello?",,こんにちは、あの？,1578
Choices,MilnerB_ConversationC2_6406401right,#146443358,Jonas...?,,ジョナス...？,1579
Choices,MilnerB_ConversationC_3995955left,#326110217,"Clarissa, wait! ",,クラリッサは、待って！,1580
Choices,MilnerB_ConversationC_3995955right,#330919131,"Don’t leave me here, Jonas! ",,、ここジョナス私を放置しないでください！,1581
Choices,MilnerB_ConversationB_9217946left,#957587290,"My reflection talked to me, earlier... ",,私の反射は、以前、私に話をしました...,1582
Choices,MilnerB_ConversationB_9217946top,#401803033,Don’t bug out on me. ,,私にはないバグを出しています。,1583
Choices,MilnerB_ConversationB_619250left,#320515903,It seems alright now… ,,今では大丈夫そうです...,1584
Choices,MilnerB_ConversationB_619250right,#614889593,Don’t do anything dumb now. ,,今ダム何もしないでください。,1585
Choices,MilnerB_ConversationB_7329433left,#838843570,"YEAH, SURE. ",,SURE、YEAH。,1586
Choices,MilnerB_ConversationB_7329433right,#108320084,You know it isn’t. ,,あなたはそれがない知っています。,1587
Choices,MilnerB_ConversationB_8060405left,#172083650,I wonder why…,,なぜだろうか...,1588
Choices,MilnerB_ConversationB_8060405right,#290651872,Fools. ,,愚か者。,1589
Choices,MilnerB_ConversationB_4841549right,#653246723,Are YOU okay? ,,大丈夫ですか？,1590
Choices,MilnerB_ConversationB_4841549top,#422272713,NO. I’M NOT. ,,NO。私はありませんよ。,1591
Choices,MilnerB_ConversationA_2957363left,#723490354,Ugh.,,うわ。,1592
Choices,MilnerB_ConversationA_2957363right,#251169464,Can’t go back now...,,すぐに戻って行くことができません...,1593
Choices,MilnerB_ConversationA_9276569left,#960602343,"I hope so, too...",,私もそう願います...,1594
Choices,MilnerB_ConversationA_9276569right,#554700500,Are you and your dad okay?,,あなたとあなたのお父さんは大丈夫ですか？,1595
Choices,MilnerB_ConversationA_8462361right,#145273300,What do you have against my mom?,,あなたは私のお母さんに対しては何がありますか？,1596
Choices,MilnerB_ConversationA_7697749left,#902284708,"No, this is serious. ",,いいえ、これは深刻です。,1597
Choices,MilnerB_ConversationA_7697749right,#774977504,"Fine, dropping it.",,ファイン、それをドロップします。,1598
Choices,MilnerB_ConversationA_930914left,#457630652,I get it.  ,,わかった。,1599
Choices,MilnerB_ConversationA_930914right,#192699739,How long has it been?,,どのぐらいかかりましたか？,1600
Choices,MilnerB_ConversationA_930914top,#182022798,You gotta move on. ,,あなたは上を移動しなきゃ。,1601
Choices,MilnerB_ConversationA_9918107left,#670923400,I AM over Michael.,,私はマイケルの上にAM。,1602
Choices,MilnerB_ConversationA_9918107right,#129733836,"It’s hard, I know.",,それは難しい、私は知っています。,1603
Choices,MilnerB_ConversationA_818568right,#132672268,What sort of thing? ,,事のどのような？,1604
Choices,MilnerB_ConversationA_818568top,#101496934,You’d have to ask him. ,,あなたは彼を求める必要があるだろう。,1605
Choices,MilnerB_ConversationA_1000034left,#965981785,It’s kinda hard not to.,,それはないとちょっと難しいです。,1606
Choices,MilnerB_ConversationA_1000034right,#635452469,Alright then. ,,その後、よし。,1607
Choices,MilnerB_ConversationA_3838005left,#773164010,It was his business. ,,それは彼のビジネスでした。,1608
Choices,MilnerB_ConversationA_3838005right,#728237316,Not for long! ,,長くないために！,1609
Choices,MilnerB_ConversationA_3838005top,#670713842,"Annoyingly, yes. ",,うるさく、はい。,1610
Choices,MilnerB_ConversationA_3263662left,#451803966,She’s popular and “hot.”,,彼女は人気があります「ホット」。,1611
Choices,MilnerB_ConversationA_3263662right,#140279893,She’s kind of wild. ,,彼女は野生のようなものです。,1612
Choices,MilnerB_ConversationA_3263662top,#146302953,"Don’t know, don’t care. ",,知ってはいけない、気にしません。,1613
Choices,MilnerB_ConversationA_7951501left,#285458783,What type do you “go for?” ,,どのような種類のあなた「のために行く？」ん,1614
Choices,MilnerB_ConversationA_7951501right,#851366490,Are YOU into her? ,,あなたは彼女の中にいますか？,1615
Choices,MilnerB_ConversationA_7951501top,#660935856,It really wasn’t a big deal. ,,それは本当に大したことではなかったです。,1616
Choices,MilnerB_ConversationA_1685239top,#338842850,Carmen Sandiego?,,カルメンサンディエゴ？,1617
Choices,MilnerB_ConversationA_431828left,#263501123,"Guys are animals, that’s why. ",,Guysはそれが理由です、動物です。,1618
Choices,MilnerB_ConversationA_431828right,#184768831,"Sorry, sorry! ",,ごめんごめん！,1619
Choices,MilnerB_ConversationA_7169819left,#305041734,You can tell me…,,教えて…,1620
Choices,MilnerB_ConversationA_7169819right,#734853447,"Alright, I believe you.",,さてさて、私はあなたを信じています。,1621
Choices,MilnerB_ConversationA_6836949top,#160893302,Knew that would happen…,,それが起こるのか知っていました...,1622
Choices,MilnerC_ConversationB_7595686right,#670122777,C'mon!,,勘弁してくれよ！,1623
Choices,MilnerC_ConversationB_7595686top,#673697104,Whyyyy!,,Whyyyy！,1624
Choices,MilnerC_ConversationB_7617090right,#461033212,Are you joking.,,じょうだんですか。,1625
Choices,MilnerC_ConversationB_7617090top,#706307113,Go in the corner!,,コーナーに行きます！,1626
Choices,MilnerC_ConversationB_7938786left,#153336857,I cannot believe you.,,信じられない。,1627
Choices,MilnerC_ConversationB_7938786right,#188433451,This is great.,,これは素晴らしい。,1628
Choices,MilnerC_ConversationB_7938786top,#536310959,Please don't.,,しないでください。,1629
Choices,MilnerC_ConversationB_2173765left,#575711977,Ugh!,,うわ！,1630
Choices,MilnerC_ConversationB_2173765right,#755455619,Pee quieter!,,静かおしっこ！,1631
Choices,MilnerC_ConversationB_4725402left,#602708643,Finish peeing first!,,最初のおもらし完了！,1632
Choices,MilnerC_ConversationB_4725402right,#807930286,"You beat up a guy, Jonas.. ",,あなたは男、ジョナスを打ちのめします。..,1633
Choices,MilnerC_ConversationB_4725402top,#185611454,I know that. ,,そんなこと知ってる。,1634
Choices,MilnerC_ConversationB_7803487left,#336348241,I don’t understand.  ,,分かりません。,1635
Choices,MilnerC_ConversationB_7803487right,#232638380,"You lost control, it happens.  ",,あなたはそれが起こる、コントロールを失いました。,1636
Choices,MilnerC_ConversationB_7803487top,#420510789,What happened to Joe?  ,,ジョーに何が起こったのか？,1637
Choices,MilnerC_ConversationB_8001619left,#214291646,But why?  ,,しかし、なぜ？,1638
Choices,MilnerC_ConversationB_8001619right,#537214710,Jesus.,,イエス。,1639
Choices,MilnerC_ConversationB_1350370left,#230641143,Yeesh.,,Yeesh。,1640
Choices,MilnerC_ConversationB_1350370right,#634734075,Why’d she tell you? ,,彼女はあなたを教えてWhy'd？,1641
Choices,MilnerC_ConversationB_1350370top,#755222830,You don’t have to tell me this. ,,あなたは私にこれを言う必要はありません。,1642
Choices,MilnerC_ConversationB_4194743left,#574218881,It wasn’t your fault.  ,,それはあなたのせいではなかったです。,1643
Choices,MilnerC_ConversationB_4194743right,#591193863,I’m so sorry.  ,,ごめんなさい。,1644
Choices,MilnerC_ConversationC_5255559left,#346692069,"Clarissa, come back!",,クラリッサは、戻ってきます！,1645
Choices,MilnerC_ConversationC_5255559right,#655574725,What is she thinking?,,彼女が何を考えていますか？,1646
Choices,MilnerC_ConversationC_5255559top,#156950488,She might be in trouble...,,彼女はトラブルになるかもしれません...,1647
Choices,MilnerC_ConversationC_2338274left,#422514920,Ren could barely move.,,レンはほとんど移動することができます。,1648
Choices,MilnerC_ConversationC_2338274right,#912692166,"Nah, she's just bugging out.",,いや、彼女はちょうど盗聴です。,1649
Choices,MilnerC_ConversationC_2338274top,#563866208,"It's obvious, yeah.",,それはええ、明らかです。,1650
Choices,MilnerC_ConversationD_9215992right,#160179106,From... the past?,,...過去？,1651
Choices,MilnerC_ConversationD_9215992top,#902690568,The Navy...?,,海軍...？,1652
Choices,MilnerC_ConversationD_4922478right,#532197151,Can you believe this?!,,あなたはこれを信じることができます！,1653
Choices,MilnerC_ConversationD_3063983left,#888296092,This isn't Hangman!,,これは絞首刑執行人ではありません！,1654
Choices,MilnerC_ConversationD_3063983right,#983215618,Why are we being tested?,,なぜ我々はテストされていますか？,1655
Choices,MilnerC_ConversationD_1236390left,#669439630,"Oh, thanks.",,ああ、ありがとう。,1656
Choices,MilnerC_ConversationD_1236390right,#724446502,Neither have I!,,どちらも私を持っていません！,1657
Choices,MilnerC_ConversationD_1236390top,#460634009,I bet I can do it.,,私はそれを行うことができます賭けます。,1658
Choices,MilnerC_ConversationD-1_1624067left,#146556540,Fort Milner.,,フォートミルナー。,1659
Choices,MilnerC_ConversationD-1_1624067right,#717287203,US Army Radio Communications School.,,米軍の無線通信の学校。,1660
Choices,MilnerC_ConversationD-1_1624067top,#584476974,School for Armed Services.,,軍事用の学校。,1661
Choices,MilnerC_ConversationD-1_1562473left,#448406358,"Yeah, you're being mean!",,うん、あなたは意味されています！,1662
Choices,MilnerC_ConversationD-1_1562473right,#375478755,"Uh, no?",,いいえ、ええと？,1663
Choices,MilnerC_ConversationD-1_1562473top,#270651588,Don't hurt Jonas!,,ジョナスを傷つけることはありません！,1664
Choices,MilnerC_ConversationD-1_9528485left,#142124476,"Yeah, sure!",,うん、確か！,1665
Choices,MilnerC_ConversationD-1_9528485right,#162020055,"No, not at all!",,いいえ、すべてではありません！,1666
Choices,MilnerC_ConversationD-1_9528485top,#618048684,Why do you care?!,,なんで気にするの？！,1667
Choices,MilnerC_ConversationD-2_7240218left,#885011268,Cookies.,,クッキー。,1668
Choices,MilnerC_ConversationD-2_7240218right,#130750260,Codes.,,コード。,1669
Choices,MilnerC_ConversationD-2_7240218top,#294937035,Ciphers.,,暗号。,1670
Choices,MilnerC_ConversationD-2_3801408left,#654372326,No one would want this!,,誰もこれが欲しいんだろう！,1671
Choices,MilnerC_ConversationD-2_3801408right,#217355944,I'm sorry for you!,,申し訳ありません！,1672
Choices,MilnerC_ConversationD-2_3801408top,#242189724,You're enjoying it!,,あなたはそれを楽しんでいます！,1673
Choices,MilnerC_ConversationD-2_7068709left,#158433139,"Ummm, no?",,いや、うーん？,1674
Choices,MilnerC_ConversationD-2_7068709right,#136392695,Why would I?,,私はなぜだろうか？,1675
Choices,MilnerC_ConversationD-2_7068709top,#504954008,"Is this like, a trick?",,このような、トリックはありますか？,1676
Choices,MilnerC_ConversationD-2_5265889left,#946140918,Screw you!,,くそくらえ！,1677
Choices,MilnerC_ConversationD-2_7439660left,#766966693,"Ugh, I’m gonna be sick.  ",,うわ、私はつもり病気になりますよ。,1678
Choices,MilnerC_ConversationD-2_7439660right,#546330349,This isn’t fair! ,,これは公平ではありません！,1679
Choices,MilnerC_ConversationD-3_6706299left,#801010257,Eighty five.,,85。,1680
Choices,MilnerC_ConversationD-3_6706299right,#226879777,Twelve.,,12。,1681
Choices,MilnerC_ConversationD-3_6706299top,#616559222,Fifty three.,,53。,1682
Choices,MilnerC_ConversationD-3_3364066left,#462993705,Jonas?  ,,ジョナス？,1683
Choices,MilnerC_ConversationD-3_3364066top,#136274189,Leave Jonas out of it! ,,それからジョナスを残します！,1684
Choices,MilnerC_ConversationD-4_2759833left,#556890421,Are you the dead officers?,,あなたは死ん役員はありますか？,1685
Choices,MilnerC_ConversationD-4_2759833right,#764526647,Why are you here?,,なぜあなたはここにいるのですか？,1686
Choices,MilnerC_ConversationD-4_2759833top,#833490774,What’s the big idea testing me!,,私をテストする大きなアイデアは何です！,1687
Choices,MilnerC_ConversationD-4_2760872left,#196479444,I don't wanna enlist!,,私は参加したくありません！,1688
Choices,MilnerC_ConversationD-4_2760872right,#298693317,Enlist in what?,,何に参加？,1689
Choices,MilnerC_ConversationD-4_35346left,#834453683,What do you want?,,なんでしょう？,1690
